MOFID,Label_Stab,sample_weight,ATS7p,ATSC3p,VE2_X,P_VSA_v_3,SpMax8_Bh_m,P_VSA_s_3,Molecular_Topological_Index_Unit,SM2_B_p,TIC2,Eig11_EA_ed,Eig13_AEA_ed,VE1_X,SpMaxA_B_s,MLOGP2,SM13_AEA_bo,JGT,VE3sign_H2,IC2,P_VSA_LogP_7,F04_C_N,Eig06_EA_ri,P_VSA_LogP_5,SpMin6_Bh_s,SpMax4_Bh_e,LogP_Linker,GATS2m,SpMin1_Bh_s,X3v,SpMax4_Bh_m,GGI5
L2-O-CuCu-C,1,3.0,5.248,28.717,0.107,195.93,3.597,66.693,9030.570705,5.627,310.79,8.423,5.978,6.394,0.087,1.662,3.073,0.355,-9.758,3.79,164.795,56,2.815,121.338,0.878,3.913,-0.2502,1.132,1.452,20.668,4.161,4.642
L2-O-CuCu-CHO,1,3.0,5.353,28.768,0.102,206.197,3.597,73.064,9275.712637,5.681,343.639,8.431,5.978,6.522,0.116,5.938,3.115,0.378,-11.652,3.996,141.253,56,2.902,127.709,0.898,3.938,-0.2502,1.148,1.457,21.114,4.161,4.878
L2-O-FeFe-C,1,3.0,5.318,37.329,0.107,195.93,3.597,66.693,9030.570705,5.701,310.79,8.423,5.978,6.394,0.087,1.662,3.073,0.355,-9.758,3.79,164.795,56,2.815,121.338,0.916,3.913,-0.2502,1.076,1.499,23.207,4.158,4.642
L2-O-FeFe-CHO,1,3.0,5.435,37.137,0.102,206.197,3.597,73.064,9275.712637,5.752,343.639,8.431,5.978,6.522,0.116,5.938,3.115,0.378,-11.652,3.996,141.253,56,2.902,127.709,0.939,3.938,-0.2502,1.089,1.503,23.653,4.158,4.878
L2-O-MnMn-C,0,1.270875,5.346,41.255,0.107,195.93,3.597,66.693,9030.570705,5.739,310.79,8.423,5.978,6.394,0.087,1.662,3.073,0.355,-9.758,3.79,164.795,56,2.815,121.338,0.931,3.913,-0.2502,1.068,1.517,24.466,4.158,4.642
L2-O-MnMn-CHO,1,1.88641667,5.469,40.946,0.102,206.197,3.597,73.064,9275.712637,5.788,343.639,8.431,5.978,6.522,0.116,5.938,3.115,0.378,-11.652,3.996,141.253,56,2.902,127.709,0.947,3.938,-0.2502,1.082,1.52,24.912,4.158,4.878
L2-O-NiNi-C,1,3.0,5.27,31.276,0.107,195.93,3.597,66.693,9030.570705,5.647,310.79,8.423,5.978,6.394,0.087,1.662,3.073,0.355,-9.758,3.79,164.795,56,2.815,121.338,0.885,3.913,-0.2502,1.098,1.466,21.366,4.16,4.642
L2-O-NiNi-CHO,1,3.0,5.379,31.257,0.102,206.197,3.597,73.064,9275.712637,5.701,343.639,8.431,5.978,6.522,0.116,5.938,3.115,0.378,-11.652,3.996,141.253,56,2.902,127.709,0.913,3.938,-0.2502,1.112,1.471,21.812,4.16,4.878
L2-O-ScSc-C,0,3.0,5.561,78.566,0.107,195.93,3.597,66.693,9030.570705,6.127,310.79,8.423,5.978,6.394,0.087,1.662,3.073,0.355,-9.758,3.79,164.795,56,2.815,121.338,0.985,3.913,-0.2502,0.971,1.602,36.359,4.146,4.642
L2-O-ScSc-CHO,0,3.0,5.715,76.988,0.102,206.197,3.597,73.064,9275.712637,6.161,343.639,8.431,5.978,6.522,0.116,5.938,3.115,0.378,-11.652,3.996,141.253,56,2.902,127.709,0.985,3.938,-0.2502,0.983,1.604,36.805,4.146,4.878
L2-O-TiTi-C,0,1.5229583299999998,5.484,63.439,0.107,195.93,3.597,66.693,9030.570705,5.969,310.79,8.423,5.978,6.394,0.087,1.662,3.073,0.355,-9.758,3.79,164.795,56,2.815,121.338,0.974,3.913,-0.2502,1.002,1.579,31.404,4.152,4.642
L2-O-TiTi-CHO,1,2.15483333,5.628,62.404,0.102,206.197,3.597,73.064,9275.712637,6.009,343.639,8.431,5.978,6.522,0.116,5.938,3.115,0.378,-11.652,3.996,141.253,56,2.902,127.709,0.974,3.938,-0.2502,1.014,1.581,31.85,4.152,4.878
L2-O-VV-C,1,2.28245833,5.428,53.691,0.107,195.93,3.597,66.693,9030.570705,5.866,310.79,8.423,5.978,6.394,0.087,1.662,3.073,0.355,-9.758,3.79,164.795,56,2.815,121.338,0.96,3.913,-0.2502,1.032,1.557,28.271,4.155,4.642
L2-O-VV-CHO,1,3.0,5.564,52.987,0.102,206.197,3.597,73.064,9275.712637,5.91,343.639,8.431,5.978,6.522,0.116,5.938,3.115,0.378,-11.652,3.996,141.253,56,2.902,127.709,0.964,3.938,-0.2502,1.045,1.56,28.717,4.155,4.878
L2-O-ZnZn-C,1,2.53404167,5.279,32.39,0.107,195.93,3.601,66.693,9030.570705,5.657,310.79,8.423,5.978,6.394,0.087,1.662,3.073,0.355,-9.758,3.79,164.795,56,2.815,121.338,0.878,3.913,-0.2502,1.144,1.438,20.072,4.162,4.642
L2-O-ZnZn-CHO,1,3.0,5.39,32.34,0.102,206.197,3.601,73.064,9275.712637,5.71,343.639,8.431,5.978,6.522,0.116,5.938,3.115,0.378,-11.652,3.996,141.253,56,2.902,127.709,0.882,3.938,-0.2502,1.16,1.444,20.518,4.162,4.878
L3-N-CoCo-C,1,3.0,5.7,39.794,0.102,274.647,3.689,85.122,3844.470037,5.751,427.662,9.084,6.035,6.759,0.077,2.543,3.073,0.393,-12.334,4.035,329.591,64,2.946,76.699,0.961,3.91,1.386,1.037,1.529,26.238,4.202,6.295
L3-N-CoCo-CHO,1,3.0,5.779,40.067,0.098,284.914,3.689,91.493,4067.236457,5.799,471.342,9.105,6.036,6.871,0.106,0.13,3.116,0.412,-16.002,4.285,306.049,64,2.963,83.07,0.964,3.936,1.386,1.04,1.533,26.684,4.202,6.531
L3-N-CrCr-C,1,3.0,5.814,52.651,0.102,274.647,3.689,85.122,3844.470037,5.9,427.662,9.084,6.035,6.759,0.077,2.543,3.073,0.393,-12.334,4.035,329.591,64,2.946,76.699,0.968,3.91,1.386,0.975,1.588,30.529,4.198,6.295
L3-N-CrCr-CHO,1,3.0,5.907,52.742,0.098,284.914,3.689,91.493,4067.236457,5.942,471.342,9.105,6.036,6.871,0.106,0.13,3.116,0.412,-16.002,4.285,306.049,64,2.963,83.07,0.993,3.936,1.386,0.977,1.591,30.975,4.198,6.531
L3-N-CuCu-C,1,3.0,5.657,35.359,0.102,274.647,3.689,85.122,3844.470037,5.711,427.662,9.084,6.035,6.759,0.077,2.543,3.073,0.393,-12.334,4.035,329.591,64,2.946,76.699,0.961,3.91,1.386,1.074,1.496,24.554,4.204,6.295
L3-N-CuCu-CHO,1,3.0,5.732,35.691,0.098,284.914,3.689,91.493,4067.236457,5.761,471.342,9.105,6.036,6.871,0.106,0.13,3.116,0.412,-16.002,4.285,306.049,64,2.963,83.07,0.964,3.936,1.386,1.078,1.5,25.0,4.204,6.531
L3-N-FeFe-C,1,3.0,5.726,42.632,0.102,274.647,3.689,85.122,3844.470037,5.78,427.662,9.084,6.035,6.759,0.077,2.543,3.073,0.393,-12.334,4.035,329.591,64,2.946,76.699,0.961,3.91,1.386,1.011,1.548,27.351,4.201,6.295
L3-N-FeFe-CHO,1,3.0,5.809,42.867,0.098,284.914,3.689,91.493,4067.236457,5.827,471.342,9.105,6.036,6.871,0.106,0.13,3.116,0.412,-16.002,4.285,306.049,64,2.963,83.07,0.969,3.936,1.386,1.013,1.551,27.797,4.201,6.531
L3-N-MnMn-C,1,3.0,5.754,45.776,0.102,274.647,3.689,85.122,3844.470037,5.815,427.662,9.084,6.035,6.759,0.077,2.543,3.073,0.393,-12.334,4.035,329.591,64,2.946,76.699,0.962,3.91,1.386,1.003,1.567,28.739,4.2,6.295
L3-N-MnMn-CHO,1,3.0,5.841,45.966,0.098,284.914,3.689,91.493,4067.236457,5.86,471.342,9.105,6.036,6.871,0.106,0.13,3.116,0.412,-16.002,4.285,306.049,64,2.963,83.07,0.981,3.936,1.386,1.005,1.57,29.185,4.2,6.531
L3-N-NiNi-C,1,3.0,5.679,37.579,0.102,274.647,3.689,85.122,3844.470037,5.73,427.662,9.084,6.035,6.759,0.077,2.543,3.073,0.393,-12.334,4.035,329.591,64,2.946,76.699,0.961,3.91,1.386,1.035,1.512,25.323,4.202,6.295
L3-N-NiNi-CHO,1,3.0,5.756,37.882,0.098,284.914,3.689,91.493,4067.236457,5.78,471.342,9.105,6.036,6.871,0.106,0.13,3.116,0.412,-16.002,4.285,306.049,64,2.963,83.07,0.964,3.936,1.386,1.038,1.516,25.769,4.202,6.531
L3-N-ScSc-C,0,3.0,5.965,71.727,0.102,274.647,3.689,85.122,3844.470037,6.18,427.662,9.084,6.035,6.759,0.077,2.543,3.073,0.393,-12.334,4.035,329.591,64,2.946,76.699,1.002,3.91,1.386,0.904,1.658,41.898,4.187,6.295
L3-N-ScSc-CHO,0,3.0,6.073,71.513,0.098,284.914,3.689,91.493,4067.236457,6.211,471.342,9.105,6.036,6.871,0.106,0.13,3.116,0.412,-16.002,4.285,306.049,64,2.963,83.07,1.019,3.936,1.386,0.904,1.66,42.344,4.187,6.531
L3-N-TiTi-C,1,3.0,5.89,61.937,0.102,274.647,3.689,85.122,3844.470037,6.03,427.662,9.084,6.035,6.759,0.077,2.543,3.073,0.393,-12.334,4.035,329.591,64,2.946,76.699,0.991,3.91,1.386,0.934,1.634,36.408,4.194,6.295
L3-N-TiTi-CHO,1,3.0,5.991,61.884,0.098,284.914,3.689,91.493,4067.236457,6.067,471.342,9.105,6.036,6.871,0.106,0.13,3.116,0.412,-16.002,4.285,306.049,64,2.963,83.07,1.016,3.936,1.386,0.935,1.635,36.854,4.194,6.531
L3-N-VV-C,1,3.0,5.835,55.138,0.102,274.647,3.689,85.122,3844.470037,5.934,427.662,9.084,6.035,6.759,0.077,2.543,3.073,0.393,-12.334,4.035,329.591,64,2.946,76.699,0.979,3.91,1.386,0.965,1.61,32.942,4.197,6.295
L3-N-VV-CHO,1,3.0,5.93,55.191,0.098,284.914,3.689,91.493,4067.236457,5.974,471.342,9.105,6.036,6.871,0.106,0.13,3.116,0.412,-16.002,4.285,306.049,64,2.963,83.07,1.005,3.936,1.386,0.966,1.612,33.388,4.197,6.531
L3-N-ZnZn-C,1,3.0,5.688,38.529,0.102,274.647,3.689,85.122,3844.470037,5.739,427.662,9.084,6.035,6.759,0.077,2.543,3.073,0.393,-12.334,4.035,329.591,64,2.946,76.699,0.961,3.91,1.386,1.087,1.496,23.898,4.204,6.295
L3-N-ZnZn-CHO,1,3.0,5.766,38.819,0.098,284.914,3.689,91.493,4067.236457,5.788,471.342,9.105,6.036,6.871,0.106,0.13,3.116,0.412,-16.002,4.285,306.049,64,2.963,83.07,0.964,3.936,1.386,1.092,1.496,24.344,4.204,6.531
L3-O-CoCo-C,1,3.0,5.69,40.762,0.102,279.62,3.689,90.095,9674.017354,5.75,427.662,9.084,6.035,6.759,0.077,2.543,3.073,0.393,-12.334,4.035,329.591,50,2.935,81.672,0.96,3.913,2.4966,1.034,1.496,25.147,4.202,6.295
L3-O-CoCo-CHO,1,3.0,5.77,41.056,0.098,289.887,3.689,96.466,9925.85076,5.798,471.342,9.105,6.036,6.871,0.106,0.13,3.116,0.412,-16.002,4.285,306.049,50,2.949,88.043,0.964,3.939,2.4966,1.037,1.496,25.593,4.202,6.531
L3-O-CrCr-C,1,3.0,5.805,53.469,0.102,279.62,3.689,90.095,9674.017354,5.899,427.662,9.084,6.035,6.759,0.077,2.543,3.073,0.393,-12.334,4.035,329.591,50,2.935,81.672,0.968,3.913,2.4966,0.971,1.538,29.062,4.198,6.295
L3-O-CrCr-CHO,1,3.0,5.898,53.587,0.098,289.887,3.689,96.466,9925.85076,5.941,471.342,9.105,6.036,6.871,0.106,0.13,3.116,0.412,-16.002,4.285,306.049,50,2.949,88.043,0.975,3.939,2.4966,0.973,1.541,29.508,4.198,6.531
L3-O-CuCu-C,1,3.0,5.647,36.379,0.102,279.62,3.689,90.095,9674.017354,5.71,427.662,9.084,6.035,6.759,0.077,2.543,3.073,0.393,-12.334,4.035,329.591,50,2.935,81.672,0.96,3.913,2.4966,1.07,1.496,23.607,4.204,6.295
